country,year,hog,hog_ideology,hog_party_eng,leader,leader_ideology,leader_party_eng
Guatemala,1962,Jose Miguel Ramon Ydigoras Fuentes,rightist,National Democratic Reconciliation Party,Ydigoras Fuente,rightist,National Democratic Reconciliation Party
Guatemala,1963,Alfredo Enrique Peralta Azurdia,rightist,none,Peralta Azurdia,rightist,none
Guatemala,1964,Alfredo Enrique Peralta Azurdia,rightist,none,Peralta Azurdia,rightist,none
Guatemala,1965,Alfredo Enrique Peralta Azurdia,rightist,none,Peralta Azurdia,rightist,none
Guatemala,1966,Julio Cesar Mendez Montenegro,rightist,none,Mendez Montenegro,rightist,none
Guatemala,1967,Julio Cesar Mendez Montenegro,rightist,none,Mendez Montenegro,rightist,none
Guatemala,1968,Julio Cesar Mendez Montenegro,rightist,none,Mendez Montenegro,rightist,none
Guatemala,1969,Julio Cesar Mendez Montenegro,rightist,none,Mendez Montenegro,rightist,none
Guatemala,1970,Carlos Manuel Arana Osorio,rightist,none,Arana Osorio,rightist,none
Guatemala,1971,Carlos Manuel Arana Osorio,rightist,none,Arana Osorio,rightist,none
Guatemala,1972,Carlos Manuel Arana Osorio,rightist,none,Arana Osorio,rightist,none
Guatemala,1973,Carlos Manuel Arana Osorio,rightist,none,Arana Osorio,rightist,none
Guatemala,1974,Kjell Eugenio Laugerud Garcia,rightist,none,Laugerud Garcia,rightist,none
Guatemala,1975,Kjell Eugenio Laugerud Garcia,rightist,none,Laugerud Garcia,rightist,none
Guatemala,1976,Kjell Eugenio Laugerud Garcia,rightist,none,Laugerud Garcia,rightist,none
Guatemala,1977,Kjell Eugenio Laugerud Garcia,rightist,none,Laugerud Garcia,rightist,none
Guatemala,1978,Fernando Romeo Lucas Garcia,rightist,none,Lucas Garcia,rightist,none
Guatemala,1979,Fernando Romeo Lucas Garcia,rightist,none,Lucas Garcia,rightist,none
Guatemala,1980,Fernando Romeo Lucas Garcia,rightist,none,Lucas Garcia,rightist,none
Guatemala,1981,Fernando Romeo Lucas Garcia,rightist,none,Lucas Garcia,rightist,none
Guatemala,1982,Jose Efrain Rios Montt,rightist,none,Rios Montt,rightist,none
Guatemala,1983,Oscar Humberto Mejia Victores,rightist,none,Mejia Victores,rightist,none
Guatemala,1984,Oscar Humberto Mejia Victores,rightist,none,Mejia Victores,rightist,none
Guatemala,1985,Oscar Humberto Mejia Victores,rightist,none,Mejia Victores,rightist,none
Guatemala,1986,Marco Vinicio Cerezo Arevalo,rightist,Guatemalan Christian Democracy,Cerezo,rightist,Guatemalan Christian Democracy
Guatemala,1987,Marco Vinicio Cerezo Arevalo,rightist,Guatemalan Christian Democracy,Cerezo,rightist,Guatemalan Christian Democracy
Guatemala,1988,Marco Vinicio Cerezo Arevalo,rightist,Guatemalan Christian Democracy,Cerezo,rightist,Guatemalan Christian Democracy
Guatemala,1989,Marco Vinicio Cerezo Arevalo,rightist,Guatemalan Christian Democracy,Cerezo,rightist,Guatemalan Christian Democracy
Guatemala,1990,Marco Vinicio Cerezo Arevalo,rightist,Guatemalan Christian Democracy,Cerezo,rightist,Guatemalan Christian Democracy
Guatemala,1991,Jorge Antonio Serrano Elias,rightist,Solidarity Action Movement,Serrano Elias,rightist,Solidarity Action Movement
Guatemala,1992,Jorge Antonio Serrano Elias,rightist,Solidarity Action Movement,Serrano Elias,rightist,Solidarity Action Movement
Guatemala,1993,Jose Ramiro de Leon Carpio,rightist,none,Leon Carpio,rightist,none
Guatemala,1994,Jose Ramiro de Leon Carpio,rightist,none,Leon Carpio,rightist,none
Guatemala,1995,Jose Ramiro de Leon Carpio,rightist,none,Leon Carpio,rightist,none
Guatemala,1996,Alvaro Enrique Arzu Irigoyen,rightist,National Advancement Party,Arzu Yrigoyen,rightist,National Advancement Party
Guatemala,1997,Alvaro Enrique Arzu Irigoyen,rightist,National Advancement Party,Arzu Yrigoyen,rightist,National Advancement Party
Guatemala,1998,Alvaro Enrique Arzu Irigoyen,rightist,National Advancement Party,Arzu Yrigoyen,rightist,National Advancement Party
Guatemala,1999,Alvaro Enrique Arzu Irigoyen,rightist,National Advancement Party,Arzu Yrigoyen,rightist,National Advancement Party
Guatemala,2000,Alfonso Antonio Portillo Cabrera,rightist,Guatemalan Republican Front,Alfonso Portillo Cabrera,rightist,Guatemalan Republican Front
Guatemala,2001,Alfonso Antonio Portillo Cabrera,rightist,Guatemalan Republican Front,Alfonso Portillo Cabrera,rightist,Guatemalan Republican Front
Guatemala,2002,Alfonso Antonio Portillo Cabrera,rightist,Guatemalan Republican Front,Alfonso Portillo Cabrera,rightist,Guatemalan Republican Front
Guatemala,2003,Alfonso Antonio Portillo Cabrera,rightist,Guatemalan Republican Front,Alfonso Portillo Cabrera,rightist,Guatemalan Republican Front
Guatemala,2004,Oscar Jose Rafael Berger Perdomo,rightist,Grand National Alliance,Berger Perdomo,rightist,Grand National Alliance
Guatemala,2005,Oscar Jose Rafael Berger Perdomo,rightist,Grand National Alliance,Berger Perdomo,rightist,Grand National Alliance
Guatemala,2006,Oscar Jose Rafael Berger Perdomo,rightist,Grand National Alliance,Berger Perdomo,rightist,Grand National Alliance
Guatemala,2007,Oscar Jose Rafael Berger Perdomo,rightist,Grand National Alliance,Berger Perdomo,rightist,Grand National Alliance
Guatemala,2008,Alvaro Colom Caballeros,leftist,National Unity of Hope,Colom Caballeros,leftist,National Unity of Hope
Guatemala,2009,Alvaro Colom Caballeros,leftist,National Unity of Hope,Colom Caballeros,leftist,National Unity of Hope
Guatemala,2010,Alvaro Colom Caballeros,leftist,National Unity of Hope,Colom Caballeros,leftist,National Unity of Hope
Guatemala,2011,Alvaro Colom Caballeros,leftist,National Unity of Hope,Colom Caballeros,leftist,National Unity of Hope
Guatemala,2012,Otto Fernando Perez Molina,rightist,Patriotic Party,Perez Molina,rightist,Patriotic Party
Guatemala,2013,Otto Fernando Perez Molina,rightist,Patriotic Party,Perez Molina,rightist,Patriotic Party
Guatemala,2014,Otto Fernando Perez Molina,rightist,Patriotic Party,Perez Molina,rightist,Patriotic Party
Guatemala,2015,Hector Alejandro Baltazar Maldonado Aguirre,rightist,none,Maldanado,rightist,none
Guatemala,2016,Jimmy Ernesto Morales Cabrera,rightist,National Convergence Front,Morales,rightist,National Convergence Front
Guatemala,2017,Jimmy Ernesto Morales Cabrera,rightist,National Convergence Front,Morales,rightist,National Convergence Front
Guatemala,2018,Jimmy Ernesto Morales Cabrera,rightist,National Convergence Front,Morales,rightist,National Convergence Front
Guatemala,2019,Jimmy Ernesto Morales Cabrera,rightist,National Convergence Front,Morales,rightist,National Convergence Front
Guatemala,2020,Alejandro Giammattei,rightist,Come on or Let's go,Giammattei,rightist,Come on or Let's go
Honduras,1945,Tiburcio Carias Andino,rightist,National Party of Honduras,Carias Andino,rightist,National Party of Honduras
Honduras,1946,Tiburcio Carias Andino,rightist,National Party of Honduras,Carias Andino,rightist,National Party of Honduras
Honduras,1947,Tiburcio Carias Andino,rightist,National Party of Honduras,Carias Andino,rightist,National Party of Honduras
Honduras,1948,Tiburcio Carias Andino,rightist,National Party of Honduras,Carias Andino,rightist,National Party of Honduras
Honduras,1949,Juan Manuel Galvez Duron,rightist,National Party of Honduras,Galvez,rightist,National Party of Honduras
Honduras,1950,Juan Manuel Galvez Duron,rightist,National Party of Honduras,Galvez,rightist,National Party of Honduras
Honduras,1951,Juan Manuel Galvez Duron,rightist,National Party of Honduras,Galvez,rightist,National Party of Honduras
Honduras,1952,Juan Manuel Galvez Duron,rightist,National Party of Honduras,Galvez,rightist,National Party of Honduras
Honduras,1953,Juan Manuel Galvez Duron,rightist,National Party of Honduras,Galvez,rightist,National Party of Honduras
Honduras,1954,Julio Lozano Diaz,rightist,National Party of Honduras,Lozano Diaz,rightist,National Party of Honduras
Honduras,1955,Julio Lozano Diaz,rightist,National Party of Honduras,Lozano Diaz,rightist,National Party of Honduras
Honduras,1956,[Collective Body],no information,none,Hector Caraccioli,no information,none
Honduras,1957,Jose Ramon Adolfo Villeda Morales,leftist,Liberal Party of Honduras,Villeda Morales,leftist,Liberal Party of Honduras
Honduras,1958,Jose Ramon Adolfo Villeda Morales,leftist,Liberal Party of Honduras,Villeda Morales,leftist,Liberal Party of Honduras
Honduras,1959,Jose Ramon Adolfo Villeda Morales,leftist,Liberal Party of Honduras,Villeda Morales,leftist,Liberal Party of Honduras
Honduras,1960,Jose Ramon Adolfo Villeda Morales,leftist,Liberal Party of Honduras,Villeda Morales,leftist,Liberal Party of Honduras
Honduras,1961,Jose Ramon Adolfo Villeda Morales,leftist,Liberal Party of Honduras,Villeda Morales,leftist,Liberal Party of Honduras
Honduras,1962,Jose Ramon Adolfo Villeda Morales,leftist,Liberal Party of Honduras,Villeda Morales,leftist,Liberal Party of Honduras
Honduras,1963,Oswaldo Enrique Lopez Arellano,rightist,National Party of Honduras,Lopez Arellano,rightist,National Party of Honduras
Honduras,1964,Oswaldo Enrique Lopez Arellano,rightist,National Party of Honduras,Lopez Arellano,rightist,National Party of Honduras
Honduras,1965,Oswaldo Enrique Lopez Arellano,rightist,National Party of Honduras,Lopez Arellano,rightist,National Party of Honduras
Honduras,1966,Oswaldo Enrique Lopez Arellano,rightist,National Party of Honduras,Lopez Arellano,rightist,National Party of Honduras
Honduras,1967,Oswaldo Enrique Lopez Arellano,rightist,National Party of Honduras,Lopez Arellano,rightist,National Party of Honduras
Honduras,1968,Oswaldo Enrique Lopez Arellano,rightist,National Party of Honduras,Lopez Arellano,rightist,National Party of Honduras
Honduras,1969,Oswaldo Enrique Lopez Arellano,rightist,National Party of Honduras,Lopez Arellano,rightist,National Party of Honduras
Honduras,1970,Oswaldo Enrique Lopez Arellano,rightist,National Party of Honduras,Lopez Arellano,rightist,National Party of Honduras
Honduras,1971,Ramon Ernesto Cruz Ucles,rightist,National Party of Honduras,Cruz,rightist,National Party of Honduras
Honduras,1972,Oswaldo Enrique Lopez Arellano,rightist,National Party of Honduras,Lopez Arellano,rightist,National Party of Honduras
Honduras,1973,Oswaldo Enrique Lopez Arellano,rightist,National Party of Honduras,Lopez Arellano,rightist,National Party of Honduras
Honduras,1974,Oswaldo Enrique Lopez Arellano,rightist,National Party of Honduras,Lopez Arellano,rightist,National Party of Honduras
Honduras,1975,Juan Alberto Melgar Castro,rightist,none,Castro,rightist,none
Honduras,1976,Juan Alberto Melgar Castro,rightist,none,Castro,rightist,none
Honduras,1977,Juan Alberto Melgar Castro,rightist,none,Castro,rightist,none
Honduras,1978,Policarpo Juan Paz Garcia,rightist,none,Paz Garcia,rightist,none
Honduras,1979,Policarpo Juan Paz Garcia,rightist,none,Paz Garcia,rightist,none
Honduras,1980,Policarpo Juan Paz Garcia,rightist,none,Paz Garcia,rightist,none
Honduras,1981,Policarpo Juan Paz Garcia,rightist,none,Paz Garcia,rightist,none
Honduras,1982,Roberto Suazo Cordova,leftist,Liberal Party of Honduras,Suazo Cordova,leftist,Liberal Party of Honduras
Honduras,1983,Roberto Suazo Cordova,leftist,Liberal Party of Honduras,Suazo Cordova,leftist,Liberal Party of Honduras
Honduras,1984,Roberto Suazo Cordova,leftist,Liberal Party of Honduras,Suazo Cordova,leftist,Liberal Party of Honduras
Honduras,1985,Roberto Suazo Cordova,leftist,Liberal Party of Honduras,Suazo Cordova,leftist,Liberal Party of Honduras
Honduras,1986,Jose Simon Azcona del Hoyo,leftist,Liberal Party of Honduras,Azcona Hoyo,leftist,Liberal Party of Honduras
Honduras,1987,Jose Simon Azcona del Hoyo,leftist,Liberal Party of Honduras,Azcona Hoyo,leftist,Liberal Party of Honduras
Honduras,1988,Jose Simon Azcona del Hoyo,leftist,Liberal Party of Honduras,Azcona Hoyo,leftist,Liberal Party of Honduras
Honduras,1989,Jose Simon Azcona del Hoyo,leftist,Liberal Party of Honduras,Azcona Hoyo,leftist,Liberal Party of Honduras
Honduras,1990,Rafael Leonardo Callejas Romero,rightist,National Party of Honduras,Callejas,rightist,National Party of Honduras
Honduras,1991,Rafael Leonardo Callejas Romero,rightist,National Party of Honduras,Callejas,rightist,National Party of Honduras
Honduras,1992,Rafael Leonardo Callejas Romero,rightist,National Party of Honduras,Callejas,rightist,National Party of Honduras
Honduras,1993,Rafael Leonardo Callejas Romero,rightist,National Party of Honduras,Callejas,rightist,National Party of Honduras
Honduras,1994,Carlos Roberto Reina Idiaquez,leftist,Liberal Party of Honduras,Reina,leftist,Liberal Party of Honduras
Honduras,1995,Carlos Roberto Reina Idiaquez,leftist,Liberal Party of Honduras,Reina,leftist,Liberal Party of Honduras
Honduras,1996,Carlos Roberto Reina Idiaquez,leftist,Liberal Party of Honduras,Reina,leftist,Liberal Party of Honduras
Honduras,1997,Carlos Roberto Reina Idiaquez,leftist,Liberal Party of Honduras,Reina,leftist,Liberal Party of Honduras
Honduras,1998,Carlos Roberto Flores Facusse,rightist,Liberal Party of Honduras,Flores Facusse,rightist,Liberal Party of Honduras
Honduras,1999,Carlos Roberto Flores Facusse,rightist,Liberal Party of Honduras,Flores Facusse,rightist,Liberal Party of Honduras
Honduras,2000,Carlos Roberto Flores Facusse,rightist,Liberal Party of Honduras,Flores Facusse,rightist,Liberal Party of Honduras
Honduras,2001,Carlos Roberto Flores Facusse,rightist,Liberal Party of Honduras,Flores Facusse,rightist,Liberal Party of Honduras
Honduras,2002,Ricardo Rodolfo Maduro Joest,rightist,National Party of Honduras,Ricardo Maduro,rightist,National Party of Honduras
Honduras,2003,Ricardo Rodolfo Maduro Joest,rightist,National Party of Honduras,Ricardo Maduro,rightist,National Party of Honduras
Honduras,2004,Ricardo Rodolfo Maduro Joest,rightist,National Party of Honduras,Ricardo Maduro,rightist,National Party of Honduras
Honduras,2005,Ricardo Rodolfo Maduro Joest,rightist,National Party of Honduras,Ricardo Maduro,rightist,National Party of Honduras
Honduras,2006,Jose Manuel Zelaya Rosales,leftist,Liberal Party of Honduras,Zelaya,leftist,Liberal Party of Honduras
Honduras,2007,Jose Manuel Zelaya Rosales,leftist,Liberal Party of Honduras,Zelaya,leftist,Liberal Party of Honduras
Honduras,2008,Jose Manuel Zelaya Rosales,leftist,Liberal Party of Honduras,Zelaya,leftist,Liberal Party of Honduras
Honduras,2009,Roberto Micheletti Bain,centrist,Liberal Party of Honduras,Micheletti,centrist,Liberal Party of Honduras
Honduras,2010,Porfirio Lobo Sosa,rightist,National Party of Honduras,Lobo,rightist,National Party of Honduras
Honduras,2011,Porfirio Lobo Sosa,rightist,National Party of Honduras,Lobo,rightist,National Party of Honduras
Honduras,2012,Porfirio Lobo Sosa,rightist,National Party of Honduras,Lobo,rightist,National Party of Honduras
Honduras,2013,Porfirio Lobo Sosa,rightist,National Party of Honduras,Lobo,rightist,National Party of Honduras
Honduras,2014,Juan Orlando Hernandez,rightist,National Party of Honduras,Hernández,rightist,National Party of Honduras
Honduras,2015,Juan Orlando Hernandez,rightist,National Party of Honduras,Hernández,rightist,National Party of Honduras
Honduras,2016,Juan Orlando Hernandez,rightist,National Party of Honduras,Hernández,rightist,National Party of Honduras
Honduras,2017,Juan Orlando Hernandez,rightist,National Party of Honduras,Hernández,rightist,National Party of Honduras
Honduras,2018,Juan Orlando Hernandez,rightist,National Party of Honduras,Hernández,rightist,National Party of Honduras
Honduras,2019,Juan Orlando Hernandez,rightist,National Party of Honduras,Hernández,rightist,National Party of Honduras
Honduras,2020,Juan Orlando Hernandez,rightist,National Party of Honduras,Hernández,rightist,National Party of Honduras
Mexico,1945,Manuel Avila Camacho,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Avila Camacho,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1946,Miguel Aleman Valdez,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Aleman Valdes,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1947,Miguel Aleman Valdez,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Aleman Valdes,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1948,Miguel Aleman Valdez,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Aleman Valdes,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1949,Miguel Aleman Valdez,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Aleman Valdes,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1950,Miguel Aleman Valdez,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Aleman Valdes,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1951,Miguel Aleman Valdez,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Aleman Valdes,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1952,Adolfo Ruiz Cortines,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Ruiz Cortines,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1953,Adolfo Ruiz Cortines,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Ruiz Cortines,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1954,Adolfo Ruiz Cortines,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Ruiz Cortines,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1955,Adolfo Ruiz Cortines,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Ruiz Cortines,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1956,Adolfo Ruiz Cortines,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Ruiz Cortines,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1957,Adolfo Ruiz Cortines,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Ruiz Cortines,centrist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1958,Adolfo Lopez Mateos,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Lopez Mateos,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1959,Adolfo Lopez Mateos,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Lopez Mateos,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1960,Adolfo Lopez Mateos,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Lopez Mateos,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1961,Adolfo Lopez Mateos,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Lopez Mateos,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1962,Adolfo Lopez Mateos,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Lopez Mateos,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1963,Adolfo Lopez Mateos,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Lopez Mateos,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1964,Gustavo Diaz Ordaz Bolanos Cacho,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Diaz Ordaz,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1965,Gustavo Diaz Ordaz Bolanos Cacho,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Diaz Ordaz,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1966,Gustavo Diaz Ordaz Bolanos Cacho,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Diaz Ordaz,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1967,Gustavo Diaz Ordaz Bolanos Cacho,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Diaz Ordaz,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1968,Gustavo Diaz Ordaz Bolanos Cacho,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Diaz Ordaz,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1969,Gustavo Diaz Ordaz Bolanos Cacho,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Diaz Ordaz,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1970,Luis Echeverria Alvarez,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Echeverria Alvarez,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1971,Luis Echeverria Alvarez,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Echeverria Alvarez,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1972,Luis Echeverria Alvarez,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Echeverria Alvarez,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1973,Luis Echeverria Alvarez,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Echeverria Alvarez,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1974,Luis Echeverria Alvarez,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Echeverria Alvarez,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1975,Luis Echeverria Alvarez,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Echeverria Alvarez,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1976,Jose Lopez Portillo y Pacheco,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Lopez Portillo,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1977,Jose Lopez Portillo y Pacheco,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Lopez Portillo,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1978,Jose Lopez Portillo y Pacheco,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Lopez Portillo,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1979,Jose Lopez Portillo y Pacheco,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Lopez Portillo,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1980,Jose Lopez Portillo y Pacheco,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Lopez Portillo,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1981,Jose Lopez Portillo y Pacheco,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Lopez Portillo,leftist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1982,Miguel de la Madrid Hurtado,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,de La Madrid,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1983,Miguel de la Madrid Hurtado,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,de La Madrid,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1984,Miguel de la Madrid Hurtado,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,de La Madrid,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1985,Miguel de la Madrid Hurtado,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,de La Madrid,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1986,Miguel de la Madrid Hurtado,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,de La Madrid,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1987,Miguel de la Madrid Hurtado,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,de La Madrid,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1988,Carlos Salinas de Gortari,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Salinas,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1989,Carlos Salinas de Gortari,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Salinas,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1990,Carlos Salinas de Gortari,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Salinas,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1991,Carlos Salinas de Gortari,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Salinas,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1992,Carlos Salinas de Gortari,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Salinas,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1993,Carlos Salinas de Gortari,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Salinas,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1994,Ernesto Zedillo Ponce de Leon,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Zedillo,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1995,Ernesto Zedillo Ponce de Leon,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Zedillo,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1996,Ernesto Zedillo Ponce de Leon,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Zedillo,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1997,Ernesto Zedillo Ponce de Leon,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Zedillo,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1998,Ernesto Zedillo Ponce de Leon,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Zedillo,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,1999,Ernesto Zedillo Ponce de Leon,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party,Zedillo,rightist,National Revolutionary Party / Party of the Mexican Revolution / Institutional Revolutionary Party
Mexico,2000,Vicente Fox Quesada,rightist,National Action Party,Vicente Fox Quesada,rightist,National Action Party
